dateISO,price
2019-03-01,3.1719892
2019-04-01,3.1829476
2019-05-01,3.1879122
2019-06-01,3.1992724
2019-07-01,3.1953497
2019-08-01,3.2036066
2019-09-01,3.206889
2019-10-01,3.2034357
2019-11-01,3.217296
2019-12-01,3.2144916
2020-01-01,3.2395303
2020-02-01,3.2303152
2020-03-01,3.2203002
2020-07-01,2.9443636
2020-08-01,3.1333823
2020-09-01,3.1863852
2020-10-01,3.1841116
2020-12-01,3.2364423
2021-05-01,3.0505357
2021-06-01,3.0953522
2021-07-01,3.2320833
2021-08-01,3.261082
2021-09-01,3.273596
2021-10-01,3.323901
2021-11-01,3.322677
2021-12-01,3.323407
2022-01-01,3.4200344
2022-02-01,3.4288015
2022-03-01,3.4439876
2022-04-01,3.4803562
2022-05-01,3.4950001
2022-06-01,3.5205607
2022-07-01,3.5189507
2022-08-01,3.5570245
2022-09-01,3.5284784
2022-10-01,3.5562882
2022-11-01,3.5883842
2022-12-01,3.5943387
2023-01-01,3.5444446
2023-02-01,3.6927214
2023-03-01,3.7572014
2023-04-01,3.7839937
2023-05-01,3.8302445
2023-06-01,3.8414986
2023-07-01,3.8448348
2023-08-01,3.8775988
2023-09-01,3.850606
2023-10-01,3.8947976
2023-11-01,3.9272923
2023-12-01,3.936126
2024-01-01,3.8669183
2024-02-01,3.969
2024-03-01,4.013846
2024-04-01,4.04875
2024-05-01,4.0837617
2024-06-01,4.059154
2024-07-01,4.0484595
2024-08-01,4.0327964
2024-09-01,4.0475683
2024-10-01,3.9784048
2024-11-01,4.0127726
2024-12-01,3.9931252
2025-01-01,3.8781424
2025-02-01,4.0180783
2025-03-01,4.0593395
2025-04-01,4.08323
2025-05-01,4.107616
2025-06-01,4.0940742
2025-07-01,4.120183
2025-08-01,4.09858
2025-09-01,4.109938
2025-10-01,4.1457405
2025-11-01,4.1433334
