dateISO,price
2020-09-01,0.9709449
2020-10-01,0.94864
2020-11-01,0.772973
2020-12-01,0.8039024
2021-01-01,0.8325
2021-02-01,0.8372174
2021-03-01,0.9135659
2021-04-01,0.92706895
2021-05-01,0.8880198
2021-06-01,0.90407073
2021-07-01,0.92875
2021-08-01,0.9638983
2021-09-01,0.9761984
2021-10-01,0.9957851
2021-11-01,0.9786726
2021-12-01,1.0120513
2022-01-01,1.0359349
2022-02-01,1.0593388
2022-03-01,1.0591407
2022-04-01,1.07144
2022-05-01,1.098189
2022-06-01,1.1010317
2022-07-01,1.1235605
2022-08-01,1.1541177
2022-09-01,1.1416279
2022-10-01,1.1353787
2022-11-01,1.1699219
2022-12-01,1.1761538
2023-01-01,1.1775193
2023-02-01,1.1978761
2023-03-01,1.17925
2023-04-01,1.1741463
2023-05-01,1.2055038
2023-06-01,1.2060306
2023-07-01,1.1973485
2023-08-01,1.1971428
2023-09-01,1.1964122
2023-10-01,1.1981204
2023-11-01,1.1962237
2023-12-01,1.2098507
2024-01-01,1.2143972
2024-02-01,1.2950001
2024-03-01,1.260074
2024-04-01,1.2803845
2024-05-01,1.2535385
2024-06-01,1.2469466
2024-07-01,1.2611765
2024-08-01,1.2552207
2024-09-01,1.2491912
2024-10-01,1.241087
2024-11-01,1.1863235
2024-12-01,1.1991911
2025-01-01,1.2035075
2025-02-01,1.2196124
2025-03-01,1.2209231
2025-04-01,1.2128776
2025-05-01,1.2438345
2025-06-01,1.2649275
2025-07-01,1.254855
2025-08-01,1.2518978
2025-09-01,1.2720768
2025-10-01,1.2723404
2025-11-01,1.2759575
